account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Contanti;Ristoranti & Fast-food;EUR;-1,30;-1,30;Spese;CASH;Contanti;McDonald's pranzo;2020-02-21 18:52:15;;;;0;false;;;1001;false
Contanti;Sport & Fitness;EUR;-5,70;-5,70;Spese;CASH;Contanti;Piscina;2020-02-21 18:51:55;;;;0;false;;;6002;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-02-20 12:00:00;;;;0;false;;;8001;false
Conto Unicredit;Energia & Utenze;EUR;-26,18;-26,18;Spese;CASH;Contanti;Bolletta internet;2020-02-19 12:00:36;;;;0;false;;;3002;false
Contanti;Ristoranti & Fast-food;EUR;-1,80;-1,80;Spese;CASH;Contanti;Pranzo Gaia;2020-02-18 19:41:34;;;;0;false;;;1001;false
Ticket;Ristoranti & Fast-food;EUR;-7,00;-7,00;Spese;VOUCHER;Coupon;Pranzo Gaia;2020-02-18 19:40:24;;;;0;false;;;1001;false
Contanti;Carburante;EUR;-20,00;-20,00;Spese;CASH;Contanti;Benzina smart;2020-02-18 19:39:52;;;;0;false;;;5000;false
Contanti;Ristoranti & Fast-food;EUR;-0,50;-0,50;Spese;VOUCHER;Coupon;Kebab Kalpa;2020-02-18 19:39:23;;;;0;false;;;1001;false
Ticket;Ristoranti & Fast-food;EUR;-7,00;-7,00;Spese;VOUCHER;Coupon;Kebab Kalpa;2020-02-18 19:38:30;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-02-17 22:50:11;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;EUR;-55,00;-55,00;Spese;CASH;Contanti;Cena Arigató;2020-02-17 22:48:22;;;;0;false;;;1001;false
Contanti;Sport & Fitness;EUR;-5,70;-5,70;Spese;CASH;Contanti;Piscina;2020-02-17 16:33:30;;;;0;false;;;6002;false
Contanti;Bar & Locali;EUR;-14,00;-14,00;Spese;CASH;Contanti;Cibo concerto Liam Gallagher;2020-02-16 23:47:38;;;;0;false;;;1002;false
Contanti;Parcheggio;EUR;-5,00;-5,00;Spese;CASH;Contanti;Parcheggio concerto Liam Gallagher;2020-02-16 23:46:35;;;;0;false;;;5001;false
Contanti;TRANSFER;EUR;30,00;30,00;Entrata;CREDIT_CARD;Carta di credito;;2020-02-16 12:04:21;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-30,00;-30,00;Spese;CREDIT_CARD;Carta di credito;;2020-02-16 12:04:21;;;;0;true;;;20001;false
Contanti;Spesa;EUR;-26,20;-26,20;Spese;CASH;Contanti;Spesa;2020-02-15 14:53:43;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-42,00;-42,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-02-15 14:52:29;;;;0;false;;;1000;false
Contanti;Buoni & Coupon;EUR;20,00;20,00;Entrata;VOUCHER;Coupon;Buono il Gigante;2020-02-15 14:51:27;;;;0;false;;;10006;false
Contanti;Abbigliamento & Scarpe;EUR;-33,85;-33,85;Spese;CASH;Contanti;Zara;2020-02-15 12:33:29;;;;0;false;;;2000;false
Contanti;Buoni & Coupon;EUR;30,00;30,00;Entrata;VOUCHER;Coupon;Tessera Zara;2020-02-15 12:32:42;;;;0;false;;;10006;false
Conto Unicredit;Casa & Giardino;EUR;-231,50;-231,50;Spese;CASH;Contanti;Tende balcone;2020-02-15 12:00:00;;;;0;false;;;2004;false
Conto Unicredit;Elettronica;EUR;-7,99;-7,99;Spese;CREDIT_CARD;Carta di credito;Cover telefono Gaia;2020-02-14 21:50:31;;;;0;false;;;2006;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-26,00;-26,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Cinese;2020-02-14 18:46:47;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-02-14 12:31:15;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;EUR;-4,00;-4,00;Spese;CASH;Contanti;Pizza da Scarpe;2020-02-12 23:01:16;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-1,30;-1,30;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-02-12 19:20:15;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;EUR;-6,00;-6,00;Spese;CASH;Contanti;Pranzo Gaia;2020-02-11 20:30:28;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-3,50;-3,50;Spese;CASH;Contanti;Caffe;2020-02-11 20:28:53;;;;0;false;;;1002;false
Conto Unicredit;Energia & Utenze;EUR;-40,00;-40,00;Spese;CASH;Contanti;Bolletta internet;2020-02-11 12:00:00;;;;0;false;;;3002;false
Conto Arancio;Stipendio;EUR;930,00;930,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2020-02-10 18:52:03;;;;0;false;;;10000;false
Ticket;Stipendio;EUR;133,00;133,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2020-02-10 14:26:16;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1568,77;1568,77;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2020-02-10 10:27:00;;;;0;false;;;10000;false
Contanti;Stipendio;EUR;142,00;142,00;Entrata;CASH;Contanti;Stipendio Gaia base;2020-02-10 10:24:15;;;;0;false;;;10000;false
Contanti;Bar & Locali;EUR;-12,00;-12,00;Spese;CASH;Contanti;Pasticcini cena;2020-02-09 19:57:49;;;;0;false;;;1002;false
Contanti;Salute;EUR;-60,00;-60,00;Spese;VOUCHER;Coupon;Visita oculistica;2020-02-09 14:47:59;;;;0;false;;;6000;false
Contanti;Stipendio;EUR;60,00;60,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Welfare;2020-02-09 14:47:12;;;;0;false;;;10000;false
Conto Unicredit;Abbigliamento & Scarpe;EUR;-13,99;-13,99;Spese;CREDIT_CARD;Carta di credito;Copri zaino catarifrangente;2020-02-09 13:44:25;;;;0;false;;;2000;false
Conto Unicredit;Elettronica;EUR;-6,98;-6,98;Spese;CREDIT_CARD;Carta di credito;Telefono nuovo Gaia;2020-02-09 13:43:00;;;;0;false;;;2006;false
Contanti;Elettronica;EUR;-178,01;-178,01;Spese;CASH;Contanti;Telefono nuovo Gaia;2020-02-09 13:38:10;;;;0;false;;;2006;false
Contanti;Casa & Giardino;EUR;-79,99;-79,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Forno a microonde;2020-02-09 13:37:21;;;;0;false;;;2004;false
Contanti;Stipendio;EUR;258,00;258,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Welfare;2020-02-09 12:41:56;;;;0;false;;;10000;false
Contanti;Stipendio;EUR;150,00;150,00;Entrata;CASH;Contanti;Stipendio Gaia (Prina);2020-02-08 20:38:25;;;;0;false;;;10000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-32,50;-32,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2020-02-08 19:46:16;;;;0;false;;;1001;false
Conto Arancio;Spesa;EUR;-15,61;-15,61;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-02-08 19:17:39;;;;0;false;;;1000;false
Conto Unicredit;Casa & Giardino;EUR;-119,80;-119,80;Spese;DEBIT_CARD;Carta di debito;Specchi;2020-02-08 18:07:25;;;;0;false;;;2004;false
Contanti;Eventi;EUR;-10,00;-10,00;Spese;CASH;Contanti;Karaoke Gaia;2020-02-08 13:58:43;;;;0;false;;;6004;false
Contanti;Ristoranti & Fast-food;EUR;-17,50;-17,50;Spese;CASH;Contanti;Cena Gaia;2020-02-08 13:58:04;;;;0;false;;;1001;false
Contanti;TRANSFER;EUR;100,00;100,00;Entrata;CREDIT_CARD;Carta di credito;;2020-02-08 13:57:46;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-100,00;-100,00;Spese;CREDIT_CARD;Carta di credito;;2020-02-08 13:57:46;;;;0;true;;;20001;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2020-02-08 12:00:00;;;;0;false;;;7001;false
Contanti;Ristoranti & Fast-food;EUR;-5,00;-5,00;Spese;CASH;Contanti;Pranzo lavoro;2020-02-07 20:13:13;;;;0;false;;;1001;false
Contanti;Sport & Fitness;EUR;-6,00;-6,00;Spese;CASH;Contanti;Partita a BeachVolley;2020-02-06 20:49:28;;;;0;false;;;6002;false
Conto Arancio;Salute;EUR;-10,16;-10,16;Spese;DEBIT_CARD;Carta di debito;Gocce Gaia;2020-02-02 22:45:13;;;;0;false;;;6000;false
Conto Unicredit;Spesa;EUR;-52,14;-52,14;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-02-02 13:06:35;;;;0;false;;;1000;false
Conto Arancio;Abbigliamento & Scarpe;EUR;-17,42;-17,42;Spese;DEBIT_CARD;Carta di debito;Shopping Gaia;2020-02-01 21:46:57;;;;0;false;;;2000;false
Conto Arancio;Abbigliamento & Scarpe;EUR;-19,99;-19,99;Spese;DEBIT_CARD;Carta di debito;Shopping Gaia;2020-02-01 21:45:53;;;;0;false;;;2000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-34,00;-34,00;Spese;DEBIT_CARD;Carta di debito;Cena Roadhouse;2020-02-01 21:45:33;;;;0;false;;;1001;false
Conto Unicredit;Tariffe, tasse;EUR;-3,85;-3,85;Spese;CASH;Contanti;Tassa conto corrente;2020-02-01 12:00:07;;;;0;false;;;8005;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;CASH;Contanti;Trasferimento a MoneyFarm;2020-02-01 12:00:00;;;;0;true;;;20001;false
Conto Unicredit;Mutuo;EUR;-570,28;-570,28;Spese;CASH;Contanti;Mutuo;2020-02-01 12:00:00;;;;0;false;;;3001;false
Conto Arancio;Trasporto pubblico;EUR;-460,00;-460,00;Spese;CASH;Contanti;Abbonamento ATM Gaia;2020-02-01 12:00:00;;;;0;false;;;4000;false
Conto Unicredit;Tariffe, tasse;EUR;-23,85;-23,85;Spese;CREDIT_CARD;Carta di credito;Tassa carta di credito;2020-01-31 21:48:23;;;;0;false;;;8005;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-10,00;-10,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2020-01-31 19:26:34;;;;0;false;;;1001;false
Contanti;Manutenzione;EUR;-115,00;-115,00;Spese;CASH;Contanti;Ana;2020-01-31 13:07:51;;;;0;false;;;3004;false
Contanti;Ristoranti & Fast-food;EUR;-6,00;-6,00;Spese;CASH;Contanti;Kebab Kalpa;2020-01-31 09:07:30;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-01-30 09:56:13;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-4,70;-4,70;Spese;CASH;Contanti;Colazione Kalpa;2020-01-29 09:00:35;;;;0;false;;;1002;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2020-01-28 21:53:13;;;;0;false;;;6007;false
Conto Unicredit;Servizi;EUR;-792,18;-792,18;Spese;CASH;Contanti;Spese condominiali 2019/2020 2 rata;2020-01-27 12:00:45;;;;0;false;;;3003;false
Conto Arancio;Ristoranti & Fast-food;EUR;-14,15;-14,15;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2020-01-26 23:00:46;;;;0;false;;;1001;false
Contanti;Parcheggio;EUR;-3,60;-3,60;Spese;CASH;Contanti;Parcheggio S.Pellegrino;2020-01-26 10:00:54;;;;0;false;;;5001;false
Contanti;Spesa;EUR;-27,85;-27,85;Spese;CASH;Contanti;Spesa;2020-01-25 18:37:42;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-49,00;-49,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-01-25 18:30:41;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-01-25 18:30:19;;;;0;false;;;1002;false
Conto Unicredit;Telefono;EUR;-10,00;-10,00;Spese;CASH;Contanti;Telefono Nik;2020-01-25 12:00:00;;;;0;false;;;7001;false
Contanti;Mancante;EUR;4,18;4,18;Entrata;CASH;Contanti;;2020-01-24 23:38:50;;;;0;false;;;11001;false
Contanti;Bar & Locali;EUR;-0,90;-0,90;Spese;CASH;Contanti;Merenda kalpa;2020-01-24 23:34:47;;;;0;false;;;1002;false
Contanti;TRANSFER;EUR;77,00;77,00;Entrata;MOBILE_PAYMENT;Pagamento mobile;;2020-01-24 23:31:14;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-77,00;-77,00;Spese;MOBILE_PAYMENT;Pagamento mobile;;2020-01-24 23:31:14;;;;0;true;;;20001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-01-23 23:33:54;;;;0;false;;;1002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-16,58;-16,58;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza Gaia con amiche;2020-01-23 20:00:08;;;;0;false;;;1001;false
Contanti;Sport & Fitness;EUR;-6,00;-6,00;Spese;CASH;Contanti;Partita a BeachVolley;2020-01-23 18:48:24;;;;0;false;;;6002;false
Contanti;Ristoranti & Fast-food;EUR;-5,00;-5,00;Spese;CASH;Contanti;Cena carbonara;2020-01-23 15:23:49;;;;0;false;;;1001;false
Revolut;Ristoranti & Fast-food;EUR;-1,75;-1,75;Spese;MOBILE_PAYMENT;Pagamento mobile;Cena carbonara;2020-01-23 15:22:45;;;;0;false;;;1001;false
Conto Arancio;Bellezza & Benessere;EUR;-45,00;-45,00;Spese;DEBIT_CARD;Carta di debito;Estetista;2020-01-23 13:10:16;;;;0;false;;;2002;false
Contanti;Altro;EUR;-7,00;-7,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Ricarica telefono Laura;2020-01-23 13:04:05;;;;0;false;;;11000;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-01-22 21:08:51;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-2,50;-2,50;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-01-21 19:29:12;;;;0;false;;;1002;false
Conto Arancio;Spesa;EUR;-25,71;-25,71;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-01-21 19:28:37;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-14,00;-14,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-01-21 19:28:06;;;;0;false;;;1000;false
Contanti;Vendite;EUR;30,00;30,00;Entrata;CASH;Contanti;Vendita pedale chitarra;2020-01-20 20:59:21;;;;0;false;;;10002;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-01-20 12:00:00;;;;0;false;;;8001;false
Contanti;Bar & Locali;EUR;-3,50;-3,50;Spese;CASH;Contanti;Colazione Gaia;2020-01-19 12:42:55;;;;0;false;;;1002;false
Contanti;TRANSFER;EUR;30,00;30,00;Entrata;DEBIT_CARD;Carta di debito;;2020-01-19 00:52:41;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-30,00;-30,00;Spese;DEBIT_CARD;Carta di debito;;2020-01-19 00:52:41;;;;0;true;;;20001;false
Conto Arancio;Ristoranti & Fast-food;EUR;-16,30;-16,30;Spese;DEBIT_CARD;Carta di debito;McDonald's pranzo;2020-01-18 13:53:06;;;;0;false;;;1001;false
Contanti;Casa & Giardino;EUR;-8,50;-8,50;Spese;CASH;Contanti;Brico casa;2020-01-18 13:52:47;;;;0;false;;;2004;false
Conto Arancio;Ristoranti & Fast-food;EUR;-17,30;-17,30;Spese;DEBIT_CARD;Carta di debito;Pranzo Gaia;2020-01-15 19:47:55;;;;0;false;;;1001;false
Conto Unicredit;Spesa;EUR;-3,17;-3,17;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-01-15 19:37:57;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-01-15 19:37:05;;;;0;false;;;1000;false
Conto Unicredit;Casa & Giardino;EUR;-231,50;-231,50;Spese;CASH;Contanti;Tende balcone;2020-01-15 12:00:00;;;;0;false;;;2004;false
Contanti;Sport & Fitness;EUR;-6,00;-6,00;Spese;CASH;Contanti;Partita a BeachVolley;2020-01-14 20:24:32;;;;0;false;;;6002;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe kalpa;2020-01-14 17:10:04;;;;0;false;;;1002;false
Conto Arancio;Regali;EUR;-44,85;-44,85;Spese;DEBIT_CARD;Carta di debito;Regalo Vera;2020-01-13 16:43:19;;;;0;false;;;2007;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-01-13 12:45:38;;;;0;false;;;1002;false
Conto Unicredit;Telefono;EUR;-12,00;-12,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Ricarica telefono;2020-01-12 10:14:23;;;;0;false;;;7001;false
Conto Unicredit;Formazione & Sviluppo;EUR;-625,56;-625,56;Spese;MOBILE_PAYMENT;Pagamento mobile;Seconda rata Università Gaia;2020-01-11 23:03:18;;;;0;false;;;6006;false
Conto Unicredit;Carburante;EUR;-20,01;-20,01;Spese;DEBIT_CARD;Carta di debito;Benzina smart;2020-01-11 20:50:10;;;;0;false;;;5000;false
Conto Unicredit;Energia & Utenze;EUR;-40,00;-40,00;Spese;CASH;Contanti;Bolletta internet;2020-01-11 12:00:00;;;;0;false;;;3002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-24,00;-24,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Cinese;2020-01-10 19:41:20;;;;0;false;;;1001;false
Ticket;Stipendio;EUR;84,00;84,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2020-01-10 16:44:09;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1100,00;1100,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2020-01-10 00:05:26;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1581,28;1581,28;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2020-01-10 00:04:52;;;;0;false;;;10000;false
Contanti;Rimborsi (tasse, acquisti);EUR;20,00;20,00;Entrata;CASH;Contanti;Ricarica spotify (Bea);2020-01-09 20:31:26;;;;0;false;;;10008;false
Contanti;Regali;EUR;-20,00;-20,00;Spese;CASH;Contanti;Regalo compleanno papà;2020-01-09 20:29:19;;;;0;false;;;2007;false
Contanti;Bar & Locali;EUR;-2,20;-2,20;Spese;CASH;Contanti;Merenda kalpa;2020-01-08 19:00:46;;;;0;false;;;1002;false
Revolut;Bar & Locali;EUR;-5,00;-5,00;Spese;CREDIT_CARD;Carta di credito;Ricarica caffe;2020-01-08 15:02:52;;;;0;false;;;1002;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2020-01-08 12:00:00;;;;0;false;;;7001;false
Conto Arancio;Spesa;EUR;-9,63;-9,63;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-01-07 21:22:04;;;;0;false;;;1000;false
Conto Unicredit;Spesa;EUR;-13,29;-13,29;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-01-07 21:21:45;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-77,00;-77,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-01-07 21:20:50;;;;0;false;;;1000;false
Contanti;Carburante;EUR;-10,00;-10,00;Spese;CASH;Contanti;Benzina smart;2020-01-06 23:40:30;;;;0;false;;;5000;false
Contanti;Parcheggio;EUR;-3,00;-3,00;Spese;CASH;Contanti;Parcheggio Volterra;2020-01-04 11:54:37;;;;0;false;;;5001;false
Conto Unicredit;Rimborsi (tasse, acquisti);EUR;4,25;4,25;Entrata;TRANSFER;Bonifico bancario;Rimborso cinese;2020-01-02 18:59:44;;;;0;false;;;10008;false
Contanti;Casa & Giardino;EUR;-5,00;-5,00;Spese;CASH;Contanti;Pesta carne;2020-01-02 13:49:06;;;;0;false;;;2004;false
Contanti;Spesa;EUR;-7,80;-7,80;Spese;CASH;Contanti;Spesa;2020-01-02 13:48:15;;;;0;false;;;1000;false
Conto Unicredit;Mutuo;EUR;-570,28;-570,28;Spese;CASH;Contanti;Mutuo;2020-01-02 12:00:58;;;;0;false;;;3001;false
Conto Unicredit;TRANSFER;EUR;-700,00;-700,00;Spese;CASH;Contanti;Trasferimento a MoneyFarm;2020-01-02 12:00:53;;;;0;true;;;20001;false
Conto Unicredit;Trasporto pubblico;EUR;-50,00;-50,00;Spese;CASH;Contanti;Abbonamento ATM Gaia;2020-01-02 12:00:42;;;;0;false;;;4000;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;CASH;Contanti;Trasferimento a MoneyFarm;2020-01-02 12:00:04;;;;0;true;;;20001;false
Conto Unicredit;Tariffe, tasse;EUR;-8,62;-8,62;Spese;TRANSFER;Bonifico bancario;Tassa conto corrente;2020-01-02 11:38:59;;;;0;false;;;8005;false
Conto Unicredit;Tariffe, tasse;EUR;-3,00;-3,00;Spese;CASH;Contanti;Tassa conto corrente;2020-01-02 01:00:36;;;;0;false;;;8005;false
Conto Unicredit;Interessi & Dividendi;EUR;0,04;0,04;Entrata;TRANSFER;Bonifico bancario;Interessi conto corrente;2019-12-31 11:41:51;;;;0;false;;;10001;false
Contanti;Casa & Giardino;EUR;-11,90;-11,90;Spese;CASH;Contanti;Yankee Candle;2019-12-30 18:06:49;;;;0;false;;;2004;false
Conto Unicredit;Regali;EUR;-20,99;-20,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Regalo Flavia;2019-12-29 11:34:59;;;;0;false;;;2007;false
Contanti;Bar & Locali;EUR;-12,30;-12,30;Spese;CASH;Contanti;Colazione Volterra;2019-12-29 11:09:48;;;;0;false;;;1002;false
Contanti;Parcheggio;EUR;-3,00;-3,00;Spese;CASH;Contanti;Parcheggio Volterra;2019-12-29 11:01:59;;;;0;false;;;5001;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2019-12-28 22:45:35;;;;0;false;;;6007;false
Conto Unicredit;Cultura & Eventi sportivi;EUR;-128,13;-128,13;Spese;MOBILE_PAYMENT;Pagamento mobile;Concerto Liam Gallagher;2019-12-28 22:36:30;;;;0;false;;;6003;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe;2019-12-28 10:35:14;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-21,00;-21,00;Spese;CASH;Contanti;Baracca;2019-12-27 22:09:44;;;;0;false;;;1002;false
Conto Unicredit;Casa & Giardino;EUR;-123,10;-123,10;Spese;DEBIT_CARD;Carta di debito;Pentole;2019-12-27 16:56:47;;;;0;false;;;2004;false
Conto Unicredit;Energia & Utenze;EUR;-50,03;-50,03;Spese;CASH;Contanti;Bolletta Luce;2019-12-27 12:00:00;;;;0;false;;;3002;false
Conto Unicredit;Regali;EUR;400,00;400,00;Entrata;CASH;Contanti;Mancia Natale;2019-12-25 23:18:09;;;;0;false;;;10010;false
Conto Unicredit;Telefono;EUR;-10,00;-10,00;Spese;CASH;Contanti;Telefono Nik;2019-12-25 12:00:00;;;;0;false;;;7001;false
Contanti;Regali;EUR;70,00;70,00;Entrata;CASH;Contanti;Mancia Natale;2019-12-25 00:18:27;;;;0;false;;;10010;false
Contanti;Spesa;EUR;-7,00;-7,00;Spese;CASH;Contanti;Spesa arance;2019-12-24 16:03:15;;;;0;false;;;1000;false
Conto Arancio;Salute;EUR;-44,50;-44,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Farmacia;2019-12-24 13:55:25;;;;0;false;;;6000;false
Contanti;Spesa;EUR;-6,95;-6,95;Spese;CASH;Contanti;Spesa;2019-12-24 11:13:34;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-7,00;-7,00;Spese;VOUCHER;Coupon;Spesa con ticket;2019-12-24 11:13:08;;;;0;false;;;1000;false
Conto Unicredit;Regali;EUR;-31,34;-31,34;Spese;CREDIT_CARD;Carta di credito;Regalo Papà;2019-12-24 09:40:48;;;;0;false;;;2007;false
Conto Arancio;Salute;EUR;-14,90;-14,90;Spese;DEBIT_CARD;Carta di debito;Farmacia;2019-12-23 22:45:44;;;;0;false;;;6000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-52,40;-52,40;Spese;DEBIT_CARD;Carta di debito;Cena Arigató;2019-12-23 20:30:13;;;;0;false;;;1001;false
Conto Unicredit;Bar & Locali;EUR;-20,70;-20,70;Spese;DEBIT_CARD;Carta di debito;Sorbetto cenone di natale;2019-12-23 19:32:38;;;;0;false;;;1002;false
Contanti;Regali;EUR;-10,00;-10,00;Spese;CASH;Contanti;Regalo Anna e Ale;2019-12-23 16:42:11;;;;0;false;;;2007;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-16,80;-16,80;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2019-12-22 20:45:11;;;;0;false;;;1001;false
Contanti;TRANSFER;EUR;20,00;20,00;Entrata;DEBIT_CARD;Carta di debito;;2019-12-22 17:26:08;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-20,00;-20,00;Spese;DEBIT_CARD;Carta di debito;;2019-12-22 17:26:08;;;;0;true;;;20001;false
Conto Unicredit;Cultura & Eventi sportivi;EUR;-21,50;-21,50;Spese;DEBIT_CARD;Carta di debito;Cinema Star Wars 9;2019-12-22 17:25:30;;;;0;false;;;6003;false
Contanti;Bar & Locali;EUR;-3,50;-3,50;Spese;CASH;Contanti;Patatine cinema;2019-12-22 17:22:09;;;;0;false;;;1002;false
Conto Unicredit;Regali;EUR;-56,35;-56,35;Spese;DEBIT_CARD;Carta di debito;Regali Kasanova;2019-12-22 14:11:19;;;;0;false;;;2007;false
Conto Unicredit;Regali;EUR;-29,99;-29,99;Spese;DEBIT_CARD;Carta di debito;Regalo mamma stradivarius;2019-12-22 14:08:34;;;;0;false;;;2007;false
Contanti;TRANSFER;EUR;16,00;16,00;Entrata;CREDIT_CARD;Carta di credito;;2019-12-21 20:27:46;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-16,00;-16,00;Spese;CREDIT_CARD;Carta di credito;;2019-12-21 20:27:46;;;;0;true;;;20001;false
Conto Unicredit;Regali;EUR;-32,12;-32,12;Spese;CREDIT_CARD;Carta di credito;Biglietto I legnanesi;2019-12-21 18:57:48;;;;0;false;;;2007;false
Conto Unicredit;Regali;EUR;-200,83;-200,83;Spese;CREDIT_CARD;Carta di credito;Regali natale amazon;2019-12-21 18:56:59;;;;0;false;;;2007;false
Contanti;Spesa;EUR;-11,63;-11,63;Spese;CASH;Contanti;Spesa;2019-12-21 18:06:13;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-28,00;-28,00;Spese;VOUCHER;Coupon;Spesa;2019-12-21 18:05:31;;;;0;false;;;1000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-21,34;-21,34;Spese;MOBILE_PAYMENT;Pagamento mobile;Cinese;2019-12-20 20:55:24;;;;0;false;;;1001;false
