account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Conto Unicredit;Spesa;EUR;-6,33;-6,33;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-05-31 10:09:56;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-21,00;-21,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-05-31 10:09:22;;;;0;false;;;1000;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;TRANSFER;Bonifico bancario;Trasferimento a MoneyFarm;2020-05-31 00:15:12;;;;0;true;;;20001;false
Contanti;Casa & Giardino;EUR;-398,00;-398,00;Spese;CASH;Contanti;Quadri;2020-05-30 12:33:26;;;;0;false;;;2004;false
Contanti;TRANSFER;EUR;200,00;200,00;Entrata;CASH;Contanti;Prelievo;2020-05-30 12:32:48;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-200,00;-200,00;Spese;CASH;Contanti;Prelievo;2020-05-30 12:32:48;;;;0;true;;;20001;false
Contanti;TRANSFER;EUR;200,00;200,00;Entrata;CASH;Contanti;Prelievo;2020-05-30 12:32:32;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-200,00;-200,00;Spese;CASH;Contanti;Prelievo;2020-05-30 12:32:32;;;;0;true;;;20001;false
Contanti;Regali;EUR;100,00;100,00;Entrata;CASH;Contanti;Regalo compleanno Nik;2020-05-29 22:42:59;;;;0;false;;;10010;false
Conto Arancio;Eventi;EUR;-3,58;-3,58;Spese;DEBIT_CARD;Carta di debito;Bibite festa compleanno Nik;2020-05-29 19:11:02;;;;0;false;;;6004;false
Conto Arancio;Eventi;EUR;-27,90;-27,90;Spese;DEBIT_CARD;Carta di debito;Dolci festa compleanno Nik;2020-05-29 19:08:46;;;;0;false;;;6004;false
Revolut;Eventi;EUR;-10,80;-10,80;Spese;MOBILE_PAYMENT;Pagamento mobile;Caffe offerto per compleanno;2020-05-29 11:14:40;;;;0;false;;;6004;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-12,00;-12,00;Spese;DEBIT_CARD;Carta di debito;Aperitivo con Kalpa;2020-05-28 21:15:11;;;;0;false;;;1001;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2020-05-28 20:24:08;;;;0;false;;;6007;false
Conto Arancio;Bar & Locali;EUR;-4,20;-4,20;Spese;DEBIT_CARD;Carta di debito;Caffe Gaia lavoro;2020-05-28 12:23:44;;;;0;false;;;1002;false
Conto Unicredit;Carburante;EUR;-30,00;-30,00;Spese;DEBIT_CARD;Carta di debito;Benzina smart;2020-05-27 22:55:10;;;;0;false;;;5000;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Acqua;2020-05-27 22:54:48;;;;0;false;;;1002;false
Contanti;Donazioni, Carità;EUR;-7,00;-7,00;Spese;CASH;Contanti;Uovo sidamo;2020-05-25 19:25:10;;;;0;false;;;6010;false
Contanti;Bar & Locali;EUR;-2,20;-2,20;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-05-25 19:25:03;;;;0;false;;;1002;false
Conto Unicredit;Spesa;EUR;-6,21;-6,21;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-05-24 10:02:31;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-05-24 10:01:24;;;;0;false;;;1000;false
Contanti;Parcheggio;EUR;-1,50;-1,50;Spese;CASH;Contanti;Parcheggio Porto Ceresio;2020-05-23 18:07:36;;;;0;false;;;5001;false
Conto Unicredit;Salute;EUR;-8,10;-8,10;Spese;DEBIT_CARD;Carta di debito;Farmacia;2020-05-23 08:48:09;;;;0;false;;;6000;false
Contanti;Spesa;EUR;-0,15;-0,15;Spese;CASH;Contanti;Spesa;2020-05-23 08:27:11;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-7,00;-7,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-05-23 08:26:53;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-05-22 19:06:11;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-6,00;-6,00;Spese;CASH;Contanti;Gelato;2020-05-22 19:05:19;;;;0;false;;;1002;false
Conto Arancio;Bellezza & Benessere;EUR;-45,00;-45,00;Spese;DEBIT_CARD;Carta di debito;Estetista;2020-05-22 13:02:59;;;;0;false;;;2002;false
Contanti;Ristoranti & Fast-food;EUR;-5,00;-5,00;Spese;CASH;Contanti;Pranzo Kalpa siciliano;2020-05-20 13:03:52;;;;0;false;;;1001;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-05-20 12:00:00;;;;0;false;;;8001;false
Conto Unicredit;Regali;EUR;-25,90;-25,90;Spese;MOBILE_PAYMENT;Pagamento mobile;Regalo compleanno Vera;2020-05-18 11:29:18;;;;0;false;;;2007;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-38,50;-38,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Cinese;2020-05-16 18:50:40;;;;0;false;;;1001;false
Conto Unicredit;Spesa;EUR;-19,04;-19,04;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-05-16 17:08:31;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-35,00;-35,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-05-16 17:08:11;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-05-12 10:56:08;;;;0;false;;;1002;false
Contanti;Manutenzione;EUR;-60,00;-60,00;Spese;CASH;Contanti;Ana;2020-05-12 07:50:48;;;;0;false;;;3004;false
Contanti;Eventi;EUR;-24,00;-24,00;Spese;CASH;Contanti;Dolci festa della mamma;2020-05-10 19:45:01;;;;0;false;;;6004;false
Contanti;TRANSFER;EUR;10,00;10,00;Entrata;CASH;Contanti;Trasferimento per fiori Laura;2020-05-10 19:11:32;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-10,00;-10,00;Spese;CASH;Contanti;Trasferimento per fiori Laura;2020-05-10 19:11:32;;;;0;true;;;20001;false
Conto Arancio;Stipendio;EUR;238,00;238,00;Entrata;CASH;Contanti;Stipendio Gaia base;2020-05-10 13:37:34;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1600,64;1600,64;Entrata;CASH;Contanti;Stipendio Niccolò base;2020-05-10 12:00:26;;;;0;false;;;10000;false
Ticket;Stipendio;EUR;147,00;147,00;Entrata;CASH;Contanti;Stipendio Niccolò Ticket;2020-05-10 12:00:00;;;;0;false;;;10000;false
Conto Arancio;Stipendio;EUR;577,24;577,24;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base cassa integrazione;2020-05-10 08:22:39;;;;0;false;;;10000;false
Ticket;Spesa;EUR;-49,00;-49,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-05-09 17:34:52;;;;0;false;;;1000;false
Conto Unicredit;Spesa;EUR;-13,50;-13,50;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-05-09 17:34:32;;;;0;false;;;1000;false
Conto Unicredit;Software, App & Giochi;EUR;-13,31;-13,31;Spese;MOBILE_PAYMENT;Pagamento mobile;F1 2019;2020-05-09 11:57:53;;;;0;false;;;7003;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2020-05-08 12:00:00;;;;0;false;;;7001;false
Conto Unicredit;TRANSFER;EUR;-2000,00;-2000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-05-08 11:01:30;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;2000,00;2000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-05-08 11:01:30;;;;0;true;;;20001;false
Conto Unicredit;Regali;EUR;-11,90;-11,90;Spese;MOBILE_PAYMENT;Pagamento mobile;Fiori per Laura;2020-05-07 22:39:28;;;;0;false;;;2007;false
Conto Unicredit;Salute;EUR;-110,00;-110,00;Spese;CASH;Contanti;Occhiali;2020-05-07 12:00:00;;;;0;false;;;6000;false
Conto Unicredit;TRANSFER;EUR;1000,00;1000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-05-07 09:33:49;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-1000,00;-1000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-05-07 09:33:49;;;;0;true;;;20001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-05-06 08:11:00;;;;0;false;;;1002;false
Contanti;TRANSFER;EUR;35,89;35,89;Entrata;DEBIT_CARD;Carta di debito;Anticipazione per farmaci nonna Gaia;2020-05-05 19:03:31;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-35,89;-35,89;Spese;DEBIT_CARD;Carta di debito;Anticipazione per farmaci nonna Gaia;2020-05-05 19:03:31;;;;0;true;;;20001;false
Contanti;Salute;EUR;-24,80;-24,80;Spese;CASH;Contanti;Farmacia;2020-05-04 18:34:04;;;;0;false;;;6000;false
Conto Unicredit;Spesa;EUR;-77,51;-77,51;Spese;MOBILE_PAYMENT;Pagamento mobile;Spesa;2020-05-03 12:51:16;;;;0;false;;;1000;false
Conto Unicredit;Abbigliamento & Scarpe;EUR;-93,41;-93,41;Spese;MOBILE_PAYMENT;Pagamento mobile;Scarpe geox Gaia;2020-05-03 11:03:46;;;;0;false;;;2000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-44,80;-44,80;Spese;MOBILE_PAYMENT;Pagamento mobile;Giapponese;2020-05-02 19:11:13;;;;0;false;;;1001;false
Conto Unicredit;Casa & Giardino;EUR;-246,70;-246,70;Spese;MOBILE_PAYMENT;Pagamento mobile;Tavolo balcone;2020-05-01 12:17:04;;;;0;false;;;2004;false
Conto Unicredit;Mutuo;EUR;-570,28;-570,28;Spese;CASH;Contanti;Mutuo;2020-05-01 12:00:00;;;;0;false;;;3001;false
Conto Unicredit;Tariffe, tasse;EUR;-3,85;-3,85;Spese;CASH;Contanti;Tassa conto corrente;2020-05-01 12:00:00;;;;0;false;;;8005;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;CREDIT_CARD;Carta di credito;Trasferimento a MoneyFarm;2020-05-01 08:49:29;;;;0;true;;;20001;false
Conto Unicredit;Servizi;EUR;-306,01;-306,01;Spese;CASH;Contanti;Spese condominiali 2019/2020 3 rata;2020-04-30 12:00:24;;;;0;false;;;3003;false
Conto Unicredit;Casa & Giardino;EUR;-14,30;-14,30;Spese;CREDIT_CARD;Carta di credito;Vaso fiori;2020-04-29 21:04:16;;;;0;false;;;2004;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2020-04-28 22:09:31;;;;0;false;;;6007;false
Conto Unicredit;Energia & Utenze;EUR;-76,28;-76,28;Spese;CASH;Contanti;Bolletta Luce;2020-04-27 12:00:00;;;;0;false;;;3002;false
Conto Unicredit;Elettronica;EUR;-4,99;-4,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Pile;2020-04-26 17:31:57;;;;0;false;;;2006;false
Conto Unicredit;Casa & Giardino;EUR;-37,80;-37,80;Spese;MOBILE_PAYMENT;Pagamento mobile;Tegami Kasanova;2020-04-26 17:31:24;;;;0;false;;;2004;false
Conto Unicredit;Spesa;EUR;-84,63;-84,63;Spese;MOBILE_PAYMENT;Pagamento mobile;Spesa;2020-04-25 13:31:36;;;;0;false;;;1000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-41,50;-41,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Cinese;2020-04-24 18:47:15;;;;0;false;;;1001;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-04-20 12:00:00;;;;0;false;;;8001;false
Conto Unicredit;Spesa;EUR;-48,38;-48,38;Spese;TRANSFER;Bonifico bancario;Spesa;2020-04-19 12:11:01;;;;0;false;;;1000;false
Conto Unicredit;Energia & Utenze;EUR;-69,22;-69,22;Spese;CASH;Contanti;Bolletta internet linea fissa;2020-04-19 12:00:18;;;;0;false;;;3002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-26,00;-26,00;Spese;TRANSFER;Bonifico bancario;Hamburger just eat;2020-04-18 19:24:29;;;;0;false;;;1001;false
Conto Unicredit;Casa & Giardino;EUR;-231,50;-231,50;Spese;CASH;Contanti;Tende balcone;2020-04-15 12:00:00;;;;0;false;;;2004;false
Conto Unicredit;Spesa;EUR;-90,49;-90,49;Spese;TRANSFER;Bonifico bancario;Spesa;2020-04-11 19:25:40;;;;0;false;;;1000;false
Conto Unicredit;Energia & Utenze;EUR;-354,17;-354,17;Spese;CASH;Contanti;Bolletta internet;2020-04-11 12:00:00;;;;0;false;;;3002;false
Conto Arancio;Salute;EUR;-34,90;-34,90;Spese;DEBIT_CARD;Carta di debito;Farmacia;2020-04-10 18:52:41;;;;0;false;;;6000;false
Conto Arancio;Stipendio;EUR;575,68;575,68;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base cassa integrazione;2020-04-10 13:13:48;;;;0;false;;;10000;false
Conto Arancio;Stipendio;EUR;193,00;193,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2020-04-10 09:40:20;;;;0;false;;;10000;false
Ticket;Stipendio;EUR;154,00;154,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2020-04-10 03:58:21;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1818,49;1818,49;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2020-04-10 03:57:20;;;;0;false;;;10000;false
Conto Unicredit;TRANSFER;EUR;1000,00;1000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-04-08 14:28:42;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-1000,00;-1000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-04-08 14:28:42;;;;0;true;;;20001;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2020-04-08 12:00:00;;;;0;false;;;7001;false
Conto Unicredit;TRANSFER;EUR;-1950,00;-1950,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-04-08 11:26:46;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;1950,00;1950,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-04-08 11:26:46;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-4000,00;-4000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-04-07 13:27:24;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;4000,00;4000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-04-07 13:27:24;;;;0;true;;;20001;false
Conto Unicredit;Spesa;EUR;-78,11;-78,11;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-04-05 12:20:37;;;;0;false;;;1000;false
Conto Unicredit;TRANSFER;EUR;50,00;50,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-04-03 18:39:25;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;-50,00;-50,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-04-03 18:39:25;;;;0;true;;;20001;false
Conto Unicredit;Tariffe, tasse;EUR;-8,50;-8,50;Spese;TRANSFER;Bonifico bancario;Imposta bollo conto corrente;2020-04-01 18:24:53;;;;0;false;;;8005;false
Conto Unicredit;Casa & Giardino;EUR;-2600,00;-2600,00;Spese;CASH;Contanti;Acconto mobile corridoio;2020-04-01 12:00:47;;;;0;false;;;2004;false
Conto Unicredit;Mutuo;EUR;-570,27;-570,27;Spese;CASH;Contanti;Mutuo;2020-04-01 12:00:00;;;;0;false;;;3001;false
Conto Unicredit;Tariffe, tasse;EUR;-3,85;-3,85;Spese;CASH;Contanti;Tassa conto corrente;2020-04-01 12:00:00;;;;0;false;;;8005;false
Conto Arancio;Tariffe, tasse;EUR;-8,50;-8,50;Spese;TRANSFER;Bonifico bancario;Imposta bollo conto corrente;2020-04-01 09:44:35;;;;0;false;;;8005;false
Conto Unicredit;TRANSFER;EUR;5000,00;5000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-03-31 14:17:10;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-5000,00;-5000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-03-31 14:17:10;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-03-31 13:33:59;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;100,00;100,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-03-31 13:33:59;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-400,00;-400,00;Spese;CASH;Contanti;Trasferimento a MoneyFarm;2020-03-31 12:00:00;;;;0;true;;;20001;false
Contanti;Formazione & Sviluppo;EUR;-25,00;-25,00;Spese;CASH;Contanti;Stampa appunti Gaia;2020-03-31 10:41:05;;;;0;false;;;6006;false
Conto Unicredit;Bellezza & Benessere;EUR;-7,45;-7,45;Spese;CREDIT_CARD;Carta di credito;Pietra pomice;2020-03-29 21:08:36;;;;0;false;;;2002;false
Conto Unicredit;Casa & Giardino;EUR;-28,99;-28,99;Spese;CREDIT_CARD;Carta di credito;Caffettiera da 3;2020-03-29 21:08:05;;;;0;false;;;2004;false
Conto Unicredit;Spesa;EUR;-62,10;-62,10;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-03-29 12:49:06;;;;0;false;;;1000;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2020-03-28 20:54:39;;;;0;false;;;6007;false
Conto Unicredit;Libri & Abbonamenti;EUR;-6,00;-6,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Disney+;2020-03-28 18:08:41;;;;0;false;;;6007;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-10,00;-10,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2020-03-27 18:54:37;;;;0;false;;;1001;false
Conto Unicredit;Spesa;EUR;-57,53;-57,53;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-03-22 12:52:10;;;;0;false;;;1000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-11,50;-11,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2020-03-20 18:39:51;;;;0;false;;;1001;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-03-20 12:00:00;;;;0;false;;;8001;false
Conto Unicredit;Spesa;EUR;-45,62;-45,62;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-03-15 14:15:50;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-21,00;-21,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-03-15 14:15:24;;;;0;false;;;1000;false
Conto Unicredit;Casa & Giardino;EUR;-231,50;-231,50;Spese;CASH;Contanti;Tende balcone;2020-03-15 12:00:00;;;;0;false;;;2004;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-10,50;-10,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2020-03-13 21:13:41;;;;0;false;;;1001;false
Conto Unicredit;Investimenti finanziari;EUR;-30,00;-30,00;Spese;CREDIT_CARD;Carta di credito;Acquisto bitcoin;2020-03-12 21:56:56;;;;0;false;;;9002;false
Conto Unicredit;Energia & Utenze;EUR;-40,00;-40,00;Spese;CASH;Contanti;Bolletta internet;2020-03-11 12:00:00;;;;0;false;;;3002;false
Conto Arancio;Stipendio;EUR;1100,00;1100,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2020-03-10 13:00:13;;;;0;false;;;10000;false
Ticket;Stipendio;EUR;140,00;140,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2020-03-10 00:24:55;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1570,86;1570,86;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2020-03-10 00:12:06;;;;0;false;;;10000;false
Conto Unicredit;Donazioni, Carità;EUR;-22,00;-22,00;Spese;CREDIT_CARD;Carta di credito;Donazione contro Coronavirus;2020-03-09 22:19:46;;;;0;false;;;6010;false
PAC;TRANSFER;EUR;0,10;0,10;Entrata;CASH;Contanti;;2020-03-08 19:02:52;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-0,10;-0,10;Spese;CASH;Contanti;;2020-03-08 19:02:52;;;;0;true;;;20001;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2020-03-08 12:00:00;;;;0;false;;;7001;false
Contanti;Bar & Locali;EUR;-7,50;-7,50;Spese;CASH;Contanti;Mir sabato sera;2020-03-07 23:44:36;;;;0;false;;;1002;false
Contanti;Cancelleria & Utensili;EUR;-1,00;-1,00;Spese;CASH;Contanti;Etichetta;2020-03-07 18:11:02;;;;0;false;;;2008;false
Contanti;Parcheggio;EUR;-6,00;-6,00;Spese;CASH;Contanti;Parcheggio a Milano;2020-03-07 18:10:26;;;;0;false;;;5001;false
Conto Arancio;Bar & Locali;EUR;-14,00;-14,00;Spese;DEBIT_CARD;Carta di debito;Colazione McDonald's;2020-03-07 14:56:12;;;;0;false;;;1002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-8,50;-8,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2020-03-06 19:22:00;;;;0;false;;;1001;false
Conto Arancio;Spesa;EUR;-52,82;-52,82;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-03-06 18:47:22;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-03-06 18:46:49;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-5,20;-5,20;Spese;CASH;Contanti;Colazione Gaia;2020-03-06 16:05:13;;;;0;false;;;1002;false
Conto Arancio;Bellezza & Benessere;EUR;-45,00;-45,00;Spese;DEBIT_CARD;Carta di debito;Estetista;2020-03-05 22:35:10;;;;0;false;;;2002;false
Contanti;Manutenzione;EUR;-81,00;-81,00;Spese;CASH;Contanti;Ana;2020-03-05 00:02:52;;;;0;false;;;3004;false
Contanti;Stipendio;EUR;80,00;80,00;Entrata;CASH;Contanti;Stipendio Gaia (Prina);2020-03-04 20:39:14;;;;0;false;;;10000;false
Conto Arancio;Casa & Giardino;EUR;-61,80;-61,80;Spese;DEBIT_CARD;Carta di debito;Brico casa;2020-03-04 20:38:56;;;;0;false;;;2004;false
Conto Arancio;Spesa;EUR;-5,64;-5,64;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-03-04 20:38:26;;;;0;false;;;1000;false
Conto Unicredit;Donazioni, Carità;EUR;-2,35;-2,35;Spese;MOBILE_PAYMENT;Pagamento mobile;Donazione Wikipedia;2020-03-03 23:47:03;;;;0;false;;;6010;false
Conto Arancio;Bellezza & Benessere;EUR;-14,90;-14,90;Spese;DEBIT_CARD;Carta di debito;Shampoo Gaia;2020-03-02 23:58:00;;;;0;false;;;2002;false
Conto Arancio;Spesa;EUR;-9,44;-9,44;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-03-02 20:35:11;;;;0;false;;;1000;false
Contanti;TRANSFER;EUR;13,20;13,20;Entrata;DEBIT_CARD;Carta di debito;;2020-03-01 18:07:25;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-13,20;-13,20;Spese;DEBIT_CARD;Carta di debito;;2020-03-01 18:07:25;;;;0;true;;;20001;false
Contanti;Bar & Locali;EUR;-16,90;-16,90;Spese;CASH;Contanti;Pasticcini cena;2020-03-01 18:06:50;;;;0;false;;;1002;false
Conto Unicredit;Mutuo;EUR;-570,28;-570,28;Spese;CASH;Contanti;Mutuo;2020-03-01 12:00:00;;;;0;false;;;3001;false
Conto Unicredit;TRANSFER;EUR;-200,00;-200,00;Spese;CASH;Contanti;Trasferimento a MoneyFarm;2020-03-01 12:00:00;;;;0;true;;;20001;false
Conto Unicredit;Tariffe, tasse;EUR;-3,85;-3,85;Spese;CASH;Contanti;Tassa conto corrente;2020-03-01 12:00:00;;;;0;false;;;8005;false
Conto Unicredit;Bar & Locali;EUR;-7,50;-7,50;Spese;DEBIT_CARD;Carta di debito;Gelato Mc Donald's;2020-02-29 22:21:24;;;;0;false;;;1002;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2020-02-28 20:46:50;;;;0;false;;;6007;false
Contanti;Ristoranti & Fast-food;EUR;-4,00;-4,00;Spese;CASH;Contanti;Pizza da Scarpe;2020-02-27 23:21:19;;;;0;false;;;1001;false
Contanti;Ristoranti & Fast-food;EUR;-15,00;-15,00;Spese;CASH;Contanti;Pranzo Gaia;2020-02-27 20:12:58;;;;0;false;;;1001;false
Conto Unicredit;Energia & Utenze;EUR;-69,65;-69,65;Spese;CASH;Contanti;Bolletta Luce;2020-02-27 12:00:00;;;;0;false;;;3002;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe kalpa;2020-02-26 18:55:21;;;;0;false;;;1002;false
Conto Arancio;Spesa;EUR;-35,32;-35,32;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-02-25 19:29:42;;;;0;false;;;1000;false
Conto Unicredit;Telefono;EUR;-10,00;-10,00;Spese;CASH;Contanti;Telefono Nik;2020-02-25 12:00:00;;;;0;false;;;7001;false
Conto Arancio;Ristoranti & Fast-food;EUR;-18,00;-18,00;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2020-02-23 19:24:52;;;;0;false;;;1001;false
Conto Unicredit;Spesa;EUR;-10,81;-10,81;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-02-23 18:44:40;;;;0;false;;;1000;false
Conto Unicredit;Abbigliamento & Scarpe;EUR;-19,99;-19,99;Spese;DEBIT_CARD;Carta di debito;Accappatoio;2020-02-23 12:14:47;;;;0;false;;;2000;false
Conto Unicredit;Telefono;EUR;-20,00;-20,00;Spese;DEBIT_CARD;Carta di debito;Passaggio a Vodafone;2020-02-23 11:41:55;;;;0;false;;;7001;false
Contanti;Ristoranti & Fast-food;EUR;-43,50;-43,50;Spese;CASH;Contanti;Cena hamburger;2020-02-22 21:00:31;;;;0;false;;;1001;false
Contanti;Bellezza & Benessere;EUR;-18,00;-18,00;Spese;CASH;Contanti;Parrucchiere;2020-02-22 15:29:17;;;;0;false;;;2002;false
Contanti;Bar & Locali;EUR;-1,10;-1,10;Spese;CASH;Contanti;Caffe;2020-02-22 10:30:15;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;EUR;-20,00;-20,00;Spese;CASH;Contanti;Cena Gaia;2020-02-21 21:29:40;;;;0;false;;;1001;false
